#group,false,false,false,false,false,false,true,false,false
#datatype,string,long,string,string,string,string,string,string,string
#default,_result,,,,,,,,
,result,table,direction_entry,direction_exit,entered_time,exit_time,vehicle_id,vehicle_type_entry,vehicle_type_exit
,,453,North,East,2025-05-17T05:04:29.010000000Z,2025-05-17T05:04:30.623000000Z,1703,car,car
,,454,,North,,2025-05-17T10:01:50.591000000Z,1704,,car
,,455,South,North,2025-05-17T05:04:43.881000000Z,2025-05-17T05:04:48.873000000Z,1706,car,car
,,456,,South,,2025-05-17T10:02:04.447000000Z,1708,,car
,,456,North,,2025-05-17T10:01:59.463000000Z,,1708,car,
,,457,South,East,2025-05-17T05:04:53.917000000Z,2025-05-17T05:04:55.542000000Z,1709,car,car
,,457,East,,2025-05-17T10:02:14.737000000Z,,1709,car,
,,458,North,East,2025-05-17T06:24:52.189000000Z,2025-05-17T06:24:52.681000000Z,171,car,car
,,458,East,,2025-05-17T08:53:25.899000000Z,,171,car,
,,459,North,East,2025-05-17T10:02:09.930000000Z,2025-05-17T10:02:11.033000000Z,1710,car,car
,,460,East,South,2025-05-17T07:57:32.866000000Z,2025-05-17T07:57:33.935000000Z,1712,car,car
,,461,South,East,2025-05-17T07:57:43.102000000Z,2025-05-17T07:57:45.261000000Z,1714,car,car
,,462,East,South,2025-05-17T05:05:08.930000000Z,2025-05-17T05:05:11.649000000Z,1718,car,car
,,462,South,South,2025-05-17T07:57:47.369000000Z,2025-05-17T10:02:18.750000000Z,1718,car,
,,462,South,,2025-05-17T10:02:18.216000000Z,,1718,bus,truck
,,463,,South,,2025-05-17T05:05:11.118000000Z,1719,,bus
,,463,East,,2025-05-17T07:57:54.008000000Z,,1719,car,
,,464,South,West,2025-05-17T02:34:46.549000000Z,2025-05-17T02:34:51.595000000Z,172,car,car
,,465,East,South,2025-05-17T10:02:24.935000000Z,2025-05-17T10:02:27.056000000Z,1724,car,car
,,466,East,South,2025-05-17T05:05:16.976000000Z,2025-05-17T05:05:21.145000000Z,1725,car,car
,,467,East,North,2025-05-17T05:05:22.173000000Z,2025-05-17T05:05:24.976000000Z,1727,car,car
,,468,,East,,2025-05-17T10:02:36.545000000Z,1728,,car
,,469,East,,2025-05-17T05:05:23.258000000Z,,1729,car,
,,470,North,East,2025-05-17T02:51:47.499000000Z,2025-05-17T02:51:51.907000000Z,173,car,car
,,470,East,North,2025-05-17T04:08:13.106000000Z,2025-05-17T08:53:22.418000000Z,173,car,
,,470,West,,2025-05-17T08:53:17.411000000Z,,173,car,car
,,471,North,South,2025-05-17T05:05:45.414000000Z,2025-05-17T05:05:49.332000000Z,1732,car,car
,,472,East,South,2025-05-17T07:58:29.962000000Z,2025-05-17T07:58:32.067000000Z,1733,truck,bus
,,473,North,South,2025-05-17T07:58:45.367000000Z,2025-05-17T07:58:49.181000000Z,1734,car,car
,,474,South,East,2025-05-17T05:06:07.708000000Z,2025-05-17T05:06:09.797000000Z,1736,car,truck
,,474,North,,2025-05-17T07:58:50.271000000Z,,1736,car,
,,475,East,,2025-05-17T07:58:57.821000000Z,,1739,car,
,,476,,South,,2025-05-17T02:35:01.174000000Z,174,,car
,,476,East,,2025-05-17T06:25:17.610000000Z,,174,car,
,,477,East,,2025-05-17T07:59:03.895000000Z,,1743,car,
,,478,North,South,2025-05-17T05:06:18.894000000Z,2025-05-17T05:06:23.659000000Z,1744,car,car
,,479,South,,2025-05-17T10:03:00.382000000Z,,1745,car,
,,480,East,,2025-05-17T07:59:38.124000000Z,,1746,car,
,,481,,South,,2025-05-17T05:06:28.005000000Z,1750,,car
,,482,South,,2025-05-17T08:00:00.499000000Z,,1752,car,
,,483,East,,2025-05-17T05:06:38.059000000Z,,1753,car,
,,483,East,,2025-05-17T08:00:07.130000000Z,,1753,car,
,,484,South,,2025-05-17T10:03:29.467000000Z,,1754,car,
,,485,North,South,2025-05-17T10:03:31.616000000Z,2025-05-17T10:03:35.106000000Z,1756,car,car
,,486,East,,2025-05-17T05:06:41.553000000Z,,1759,car,
,,487,South,,2025-05-17T02:51:57.139000000Z,,176,car,
,,487,North,South,2025-05-17T05:32:13.562000000Z,2025-05-17T05:32:18.779000000Z,176,car,car
,,487,South,,2025-05-17T06:25:34.741000000Z,,176,car,
,,488,South,,2025-05-17T08:00:21.296000000Z,,1762,truck,
,,489,,North,,2025-05-17T05:07:12.663000000Z,1763,,motorcycle
,,489,East,,2025-05-17T05:06:52.533000000Z,,1763,car,
,,490,South,,2025-05-17T10:03:47.270000000Z,,1764,truck,
,,491,North,,2025-05-17T05:07:16.509000000Z,,1765,car,
,,492,East,South,2025-05-17T08:53:30.295000000Z,2025-05-17T08:53:33.632000000Z,177,car,car
,,493,East,South,2025-05-17T05:07:21.467000000Z,2025-05-17T05:07:24.173000000Z,1774,car,car
,,493,North,East,2025-05-17T08:01:07.051000000Z,2025-05-17T08:01:07.575000000Z,1774,car,car
,,493,East,,2025-05-17T10:04:04.055000000Z,,1774,car,
,,494,South,East,2025-05-17T10:04:25.067000000Z,2025-05-17T10:04:27.786000000Z,1777,car,car
,,495,,East,,2025-05-17T02:36:08.884000000Z,178,,car
,,495,South,East,2025-05-17T02:52:24.042000000Z,2025-05-17T02:52:29.998000000Z,178,car,car
,,495,East,East,2025-05-17T05:32:33.379000000Z,,178,truck,
,,495,South,,2025-05-17T06:25:40.804000000Z,2025-05-17T06:25:42.307000000Z,178,car,car
,,496,East,South,2025-05-17T05:07:27.252000000Z,2025-05-17T05:07:29.799000000Z,1783,car,car
,,497,North,South,2025-05-17T05:07:35.971000000Z,2025-05-17T05:07:39.716000000Z,1784,car,car
,,498,North,,2025-05-17T05:07:43.780000000Z,,1788,car,
,,498,East,,2025-05-17T10:04:57.403000000Z,,1788,car,
,,499,South,North,2025-05-17T10:04:44.607000000Z,2025-05-17T10:04:49.361000000Z,1789,car,car
,,500,East,,2025-05-17T10:04:56.346000000Z,,1794,car,
,,501,,South,,2025-05-17T05:07:56.517000000Z,1795,,truck
,,501,East,,2025-05-17T10:05:14.055000000Z,,1795,car,
,,502,,East,,2025-05-17T08:01:27.666000000Z,1796,,car
,,503,,South,,2025-05-17T10:05:25.911000000Z,1797,,bus
,,504,,South,,2025-05-17T05:08:02.555000000Z,1798,,car
,,504,North,South,2025-05-17T05:07:56.517000000Z,2025-05-17T08:01:27.666000000Z,1798,car,
,,504,South,,2025-05-17T08:01:27.101000000Z,,1798,bus,bus
,,504,East,,2025-05-17T10:05:03.907000000Z,,1798,car,
,,505,,South,,2025-05-17T02:06:38.015000000Z,18,,car
,,505,,North,,2025-05-17T06:17:00.530000000Z,18,,car
,,505,North,,2025-05-17T03:38:20.362000000Z,,18,car,
,,505,South,,2025-05-17T06:16:57.042000000Z,,18,car,
,,506,South,,2025-05-17T08:01:33.325000000Z,,1800,car,
,,507,North,East,2025-05-17T05:08:00.064000000Z,2025-05-17T05:08:02.555000000Z,1801,car,car
,,508,East,,2025-05-17T05:08:04.983000000Z,,1802,car,
,,508,South,East,2025-05-17T08:01:52.219000000Z,2025-05-17T08:01:55.243000000Z,1802,car,car
,,509,South,,2025-05-17T10:05:12.936000000Z,,1803,car,
,,510,East,,2025-05-17T08:01:35.935000000Z,,1806,car,
,,511,,North,,2025-05-17T05:08:08.939000000Z,1807,,car
,,511,North,North,2025-05-17T10:05:20.864000000Z,2025-05-17T10:05:20.246000000Z,1807,car,car
,,512,North,East,2025-05-17T08:01:38.780000000Z,2025-05-17T08:01:39.389000000Z,1810,car,car
,,513,East,South,2025-05-17T05:08:34.314000000Z,2025-05-17T05:08:37.598000000Z,1813,truck,bus
,,514,South,,2025-05-17T05:08:47.890000000Z,,1815,car,
,,515,South,,2025-05-17T05:08:40.334000000Z,,1816,car,
,,515,South,East,2025-05-17T10:05:30.142000000Z,2025-05-17T10:05:32.826000000Z,1816,car,car
,,516,East,South,2025-05-17T05:08:55.324000000Z,2025-05-17T05:08:59.064000000Z,1817,car,car
,,517,East,,2025-05-17T05:08:47.890000000Z,,1819,car,
,,518,,West,,2025-05-17T02:36:40.282000000Z,182,,car
,,518,South,East,2025-05-17T04:08:39.787000000Z,2025-05-17T04:08:43.330000000Z,182,car,car
,,519,South,North,2025-05-17T10:05:35.970000000Z,2025-05-17T10:05:41.149000000Z,1822,car,car
,,520,,East,,2025-05-17T05:09:00.661000000Z,1823,,car
,,520,South,North,2025-05-17T05:08:56.939000000Z,2025-05-17T08:02:07.933000000Z,1823,car,
,,520,East,,2025-05-17T08:02:05.436000000Z,,1823,car,car
,,521,South,,2025-05-17T08:03:14.293000000Z,,1829,car,
,,522,East,,2025-05-17T05:32:43.083000000Z,,183,car,
,,523,South,,2025-05-17T08:03:12.364000000Z,,1830,car,
,,524,South,,2025-05-17T08:04:05.753000000Z,,1832,car,
,,525,South,East,2025-05-17T05:09:07.697000000Z,2025-05-17T05:09:10.787000000Z,1833,car,car
,,526,South,East,2025-05-17T10:06:04.675000000Z,2025-05-17T10:06:05.307000000Z,1834,truck,truck
,,527,South,,2025-05-17T05:09:21.027000000Z,,1838,car,
,,528,North,South,2025-05-17T02:52:31.031000000Z,2025-05-17T02:52:36.201000000Z,184,car,car
,,528,East,,2025-05-17T05:32:38.323000000Z,,184,car,
,,529,West,East,2025-05-17T05:09:18.230000000Z,2025-05-17T05:09:29.303000000Z,1840,car,car
,,530,East,,2025-05-17T05:09:56.830000000Z,,1841,car,
,,531,South,North,2025-05-17T10:06:16.384000000Z,2025-05-17T10:06:19.427000000Z,1842,truck,truck
,,532,North,,2025-05-17T05:09:31.573000000Z,,1846,car,
,,533,,South,,2025-05-17T05:09:39.098000000Z,1849,,bus
,,534,North,South,2025-05-17T02:52:36.201000000Z,2025-05-17T02:52:41.789000000Z,185,car,car
,,534,West,,2025-05-17T08:53:45.565000000Z,,185,car,
,,535,North,South,2025-05-17T08:04:22.508000000Z,2025-05-17T08:04:28.396000000Z,1850,car,car
,,536,East,,2025-05-17T05:09:43.627000000Z,,1852,car,
,,537,South,South,2025-05-17T05:09:45.164000000Z,2025-05-17T05:09:45.687000000Z,1854,bus,bus
,,538,North,,2025-05-17T08:04:40.605000000Z,,1855,car,
,,539,South,East,2025-05-17T10:06:51.737000000Z,2025-05-17T10:06:55.448000000Z,1857,car,car
,,540,,South,,2025-05-17T08:05:00.933000000Z,1859,,car
,,540,East,,2025-05-17T08:04:57.259000000Z,,1859,car,
,,540,South,,2025-05-17T10:07:09.511000000Z,,1859,car,
,,541,South,,2025-05-17T10:07:11.593000000Z,,1860,car,
,,542,East,North,2025-05-17T10:07:25.265000000Z,2025-05-17T10:07:28.810000000Z,1861,car,car
,,543,,North,,2025-05-17T08:05:02.132000000Z,1862,,car
,,543,East,South,2025-05-17T05:10:07.918000000Z,2025-05-17T05:10:10.307000000Z,1862,car,car
,,543,South,,2025-05-17T08:04:58.278000000Z,,1862,car,
,,544,South,,2025-05-17T05:10:00.868000000Z,,1864,car,
,,545,South,,2025-05-17T05:10:10.307000000Z,,1866,motorcycle,
,,545,South,North,2025-05-17T10:07:27.612000000Z,2025-05-17T10:07:31.686000000Z,1866,car,truck
,,546,South,West,2025-05-17T02:36:45.472000000Z,2025-05-17T02:36:49.706000000Z,187,car,car
,,546,South,,2025-05-17T03:18:23.871000000Z,,187,car,
,,547,,North,,2025-05-17T05:10:09.729000000Z,1870,,car
,,548,South,North,2025-05-17T10:07:32.262000000Z,2025-05-17T10:07:36.744000000Z,1871,car,car
,,549,East,,2025-05-17T08:05:26.205000000Z,,1872,bus,
,,550,North,,2025-05-17T05:10:15.062000000Z,,1873,car,
,,551,East,,2025-05-17T08:05:31.984000000Z,,1874,car,
,,552,North,South,2025-05-17T05:10:24.529000000Z,2025-05-17T05:10:27.399000000Z,1875,car,car
,,552,East,,2025-05-17T08:05:45.523000000Z,,1875,car,
,,553,South,South,2025-05-17T05:10:26.289000000Z,2025-05-17T05:10:27.399000000Z,1876,truck,bus
,,553,South,South,2025-05-17T08:05:46.026000000Z,2025-05-17T08:05:46.568000000Z,1876,bus,bus
,,554,South,South,2025-05-17T10:07:38.371000000Z,2025-05-17T10:07:38.927000000Z,1879,truck,car
,,555,,South,,2025-05-17T02:52:55.091000000Z,188,,car
,,555,,East,,2025-05-17T03:18:29.560000000Z,188,,bus
,,555,South,,2025-05-17T08:53:52.209000000Z,,188,car,
,,556,East,South,2025-05-17T10:07:46.085000000Z,2025-05-17T10:07:47.693000000Z,1882,car,car
,,557,North,North,2025-05-17T08:05:57.646000000Z,2025-05-17T08:05:58.180000000Z,1883,car,car
,,558,East,North,2025-05-17T08:06:05.764000000Z,2025-05-17T08:06:10.495000000Z,1884,car,car
,,559,,North,,2025-05-17T08:06:02.885000000Z,1886,,car
,,559,South,,2025-05-17T08:05:55.004000000Z,,1886,car,
,,560,South,East,2025-05-17T08:06:09.338000000Z,2025-05-17T08:06:13.928000000Z,1889,car,car
,,561,South,,2025-05-17T02:52:50.410000000Z,,189,car,
,,562,South,North,2025-05-17T08:06:14.463000000Z,2025-05-17T08:06:18.409000000Z,1893,car,car
,,563,South,East,2025-05-17T10:08:17.068000000Z,2025-05-17T10:08:19.193000000Z,1895,car,car
,,564,North,East,2025-05-17T10:08:20.890000000Z,2025-05-17T10:08:22.170000000Z,1899,car,car
,,565,West,West,2025-05-17T02:27:32.852000000Z,2025-05-17T02:27:40.481000000Z,19,car,bus
,,566,East,,2025-05-17T03:18:29.560000000Z,,190,car,
,,567,North,East,2025-05-17T08:06:33.286000000Z,2025-05-17T08:06:34.326000000Z,1900,car,car
,,568,,North,,2025-05-17T10:08:25.576000000Z,1904,,bus
,,568,East,South,2025-05-17T08:06:43.100000000Z,2025-05-17T08:06:45.637000000Z,1904,car,car
,,569,East,,2025-05-17T10:08:30.538000000Z,,1905,car,
,,570,East,,2025-05-17T10:08:37.666000000Z,,1907,car,
,,571,North,North,2025-05-17T10:08:30.538000000Z,2025-05-17T10:08:33.916000000Z,1909,truck,truck
,,572,East,,2025-05-17T08:07:15.302000000Z,,1913,car,
,,572,East,,2025-05-17T10:08:41.524000000Z,,1913,car,
,,573,East,,2025-05-17T10:08:45.471000000Z,,1914,car,
,,574,North,East,2025-05-17T08:07:25.066000000Z,2025-05-17T08:07:27.536000000Z,1918,car,car
,,575,South,,2025-05-17T10:08:48.998000000Z,,1919,car,
,,576,,East,,2025-05-17T03:18:36.851000000Z,192,,car
,,577,East,,2025-05-17T10:09:00.373000000Z,,1922,car,
,,578,,South,,2025-05-17T08:07:36.112000000Z,1923,,car
,,578,,North,,2025-05-17T10:09:03.658000000Z,1923,,car
,,578,South,,2025-05-17T10:08:55.913000000Z,,1923,car,
,,579,,East,,2025-05-17T08:07:40.956000000Z,1924,,car
,,580,,East,,2025-05-17T02:53:17.545000000Z,193,,car
,,581,East,,2025-05-17T10:09:10.554000000Z,,1934,car,
,,582,East,,2025-05-17T08:07:51.583000000Z,,1938,car,
,,583,,South,,2025-05-17T08:08:02.814000000Z,1939,,bus
,,583,East,,2025-05-17T08:07:57.272000000Z,,1939,car,
,,584,,South,,2025-05-17T06:26:33.478000000Z,194,,car
,,585,North,East,2025-05-17T10:09:26.941000000Z,2025-05-17T10:09:28.005000000Z,1940,car,car
,,586,East,South,2025-05-17T08:08:15.006000000Z,2025-05-17T08:08:17.053000000Z,1955,car,car
,,587,South,,2025-05-17T10:09:51.386000000Z,,1957,car,
,,588,South,,2025-05-17T10:10:10.276000000Z,,1959,motorcycle,
,,589,,East,,2025-05-17T08:08:30.317000000Z,1960,,car
,,590,,East,,2025-05-17T10:09:57.461000000Z,1963,,car
,,591,South,East,2025-05-17T08:08:45.619000000Z,2025-05-17T08:08:48.161000000Z,1965,car,car
,,592,South,,2025-05-17T10:10:02.706000000Z,,1966,car,
,,593,East,,2025-05-17T08:09:02.501000000Z,,1969,car,
,,594,,North,,2025-05-17T03:19:14.902000000Z,197,,car
,,594,South,,2025-05-17T03:18:50.802000000Z,,197,car,
,,595,East,,2025-05-17T08:08:57.731000000Z,,1972,car,
,,595,North,East,2025-05-17T10:10:04.854000000Z,2025-05-17T10:10:06.018000000Z,1972,car,car
,,596,East,,2025-05-17T08:09:06.375000000Z,,1974,car,
,,597,East,,2025-05-17T08:09:18.410000000Z,,1977,car,
,,598,East,,2025-05-17T08:09:14.331000000Z,,1979,car,
,,599,East,North,2025-05-17T08:09:27.334000000Z,2025-05-17T08:09:31.375000000Z,1983,car,car
,,600,South,,2025-05-17T08:09:40.762000000Z,,1987,car,
,,600,East,,2025-05-17T10:10:21.531000000Z,,1987,car,
,,601,,South,,2025-05-17T02:53:32.160000000Z,199,,car
,,601,,North,,2025-05-17T04:09:07.639000000Z,199,,car
,,601,East,,2025-05-17T03:18:52.527000000Z,,199,car,
,,602,North,South,2025-05-17T10:10:21.011000000Z,2025-05-17T10:10:31.951000000Z,1990,car,car
,,603,East,North,2025-05-17T08:09:49.810000000Z,2025-05-17T08:09:53.448000000Z,1992,car,car
,,604,South,,2025-05-17T08:09:58.880000000Z,,1997,car,
,,605,East,,2025-05-17T08:10:12.047000000Z,,1999,car,
,,606,,East,,2025-05-17T03:03:24.601000000Z,20,,truck
,,606,West,East,2025-05-17T02:11:01.881000000Z,2025-05-17T02:11:07.684000000Z,20,car,car
,,607,South,North,2025-05-17T08:10:21.955000000Z,2025-05-17T08:10:27.474000000Z,2004,car,car
,,607,East,South,2025-05-17T10:11:30.633000000Z,2025-05-17T10:11:33.449000000Z,2004,car,car
,,608,North,,2025-05-17T10:11:21.109000000Z,,2005,car,
,,609,,East,,2025-05-17T08:11:01.978000000Z,2007,,car
,,609,North,South,2025-05-17T08:10:59.962000000Z,2025-05-17T10:11:29.488000000Z,2007,car,
,,609,North,,2025-05-17T10:11:25.324000000Z,,2007,car,car
,,610,North,East,2025-05-17T08:11:09.988000000Z,2025-05-17T08:11:12.546000000Z,2009,car,car
,,611,East,,2025-05-17T04:09:22.540000000Z,,201,car,
,,611,North,South,2025-05-17T05:33:13.598000000Z,2025-05-17T05:33:17.326000000Z,201,car,car
,,611,East,,2025-05-17T08:55:00.968000000Z,,201,car,
,,612,North,East,2025-05-17T08:11:17.089000000Z,2025-05-17T08:11:18.691000000Z,2016,car,car
,,613,North,,2025-05-17T08:11:20.740000000Z,,2021,car,
,,614,South,North,2025-05-17T08:11:23.998000000Z,2025-05-17T08:11:30.915000000Z,2023,car,car
,,615,South,South,2025-05-17T10:11:51.394000000Z,2025-05-17T10:11:51.947000000Z,2027,truck,bus
,,616,South,North,2025-05-17T08:11:40.221000000Z,2025-05-17T08:11:44.474000000Z,2028,car,car
,,617,,East,,2025-05-17T02:53:47.629000000Z,203,,car
,,617,South,,2025-05-17T03:19:07.002000000Z,,203,car,
,,618,East,,2025-05-17T10:11:54.782000000Z,,2031,car,
,,619,South,North,2025-05-17T08:11:53.336000000Z,2025-05-17T08:11:59.411000000Z,2032,car,car
,,620,South,,2025-05-17T08:12:32.243000000Z,,2039,car,
,,621,South,,2025-05-17T05:33:25.373000000Z,,204,car,
,,622,,South,,2025-05-17T10:12:02.826000000Z,2040,,car
,,622,North,,2025-05-17T10:11:59.932000000Z,,2040,car,
,,623,,East,,2025-05-17T08:12:30.585000000Z,2041,,car
,,623,East,,2025-05-17T10:12:03.985000000Z,,2041,car,
,,624,North,East,2025-05-17T08:12:30.585000000Z,2025-05-17T08:12:32.791000000Z,2043,car,car
,,625,East,,2025-05-17T10:12:15.658000000Z,,2048,car,
,,626,,East,,2025-05-17T03:19:20.102000000Z,205,,car
,,626,,East,,2025-05-17T08:55:15.925000000Z,205,,car
,,627,East,,2025-05-17T08:12:37.380000000Z,,2051,car,
,,628,South,South,2025-05-17T08:13:02.333000000Z,2025-05-17T08:13:03.727000000Z,2055,truck,truck
,,629,South,,2025-05-17T08:13:33.476000000Z,,2056,car,
,,630,North,,2025-05-17T08:13:43.656000000Z,,2057,car,
,,630,East,,2025-05-17T10:12:34.345000000Z,,2057,car,
,,631,East,,2025-05-17T05:33:31.367000000Z,,206,car,
,,632,East,,2025-05-17T10:12:46.776000000Z,,2068,car,
,,633,East,South,2025-05-17T08:14:29.158000000Z,2025-05-17T08:14:30.732000000Z,2069,car,car
,,634,South,East,2025-05-17T04:09:31.933000000Z,2025-05-17T04:09:35.499000000Z,207,car,car
,,635,East,South,2025-05-17T08:15:05.539000000Z,2025-05-17T08:15:08.742000000Z,2081,car,car
,,636,North,,2025-05-17T10:13:40.367000000Z,,2082,car,
,,637,South,North,2025-05-17T08:15:12.233000000Z,2025-05-17T08:15:16.133000000Z,2083,car,car
,,638,South,North,2025-05-17T08:15:16.696000000Z,2025-05-17T08:15:20.602000000Z,2085,car,car
,,638,East,,2025-05-17T10:14:07.708000000Z,,2085,car,
,,639,South,,2025-05-17T08:15:36.397000000Z,,2088,car,
,,640,,South,,2025-05-17T03:19:44.957000000Z,209,,car
,,640,South,,2025-05-17T02:37:21.001000000Z,,209,car,
,,641,South,North,2025-05-17T10:14:14.236000000Z,2025-05-17T10:14:19.140000000Z,2090,car,car
,,642,South,,2025-05-17T08:15:47.489000000Z,,2093,car,
,,643,,South,,2025-05-17T08:15:54.612000000Z,2095,,bus
,,643,North,South,2025-05-17T10:14:33.207000000Z,2025-05-17T10:14:37.527000000Z,2095,car,car
,,644,South,East,2025-05-17T10:14:40.773000000Z,2025-05-17T10:14:44.122000000Z,2096,car,car
,,645,North,East,2025-05-17T10:14:38.623000000Z,2025-05-17T10:14:39.691000000Z,2098,car,car
,,646,East,,2025-05-17T08:16:02.699000000Z,,2099,car,
,,647,,South,,2025-05-17T03:38:41.861000000Z,21,,car
,,647,East,,2025-05-17T04:02:55.961000000Z,,21,car,
,,648,South,West,2025-05-17T02:37:16.743000000Z,2025-05-17T02:37:21.375000000Z,210,truck,truck
,,648,South,East,2025-05-17T04:09:40.684000000Z,2025-05-17T04:09:43.427000000Z,210,car,car
,,649,South,,2025-05-17T08:16:13.440000000Z,,2101,car,
,,650,South,North,2025-05-17T08:16:32.080000000Z,2025-05-17T08:16:36.076000000Z,2105,car,car
,,651,East,North,2025-05-17T08:16:37.144000000Z,2025-05-17T08:16:41.274000000Z,2106,car,car
,,652,South,South,2025-05-17T08:16:47.569000000Z,2025-05-17T08:16:48.167000000Z,2108,bus,truck
,,653,North,South,2025-05-17T10:14:47.093000000Z,2025-05-17T10:14:50.489000000Z,2109,car,car
,,654,East,South,2025-05-17T05:33:41.756000000Z,2025-05-17T05:33:43.244000000Z,211,car,car
,,655,East,,2025-05-17T08:16:48.767000000Z,,2111,car,
,,656,East,,2025-05-17T08:16:53.991000000Z,,2112,car,
,,657,North,,2025-05-17T10:14:50.489000000Z,,2113,car,
,,658,East,North,2025-05-17T08:17:11.068000000Z,2025-05-17T08:17:16.096000000Z,2119,car,car
,,659,,East,,2025-05-17T03:57:17.325000000Z,212,,car
,,659,East,,2025-05-17T05:33:51.183000000Z,,212,car,
,,660,South,,2025-05-17T08:17:11.606000000Z,,2120,car,
,,661,East,South,2025-05-17T08:17:26.769000000Z,2025-05-17T08:17:29.856000000Z,2127,car,car
,,661,South,,2025-05-17T10:15:17.628000000Z,,2127,car,
,,662,North,,2025-05-17T10:15:13.005000000Z,,2128,car,
,,663,West,,2025-05-17T02:37:26.125000000Z,,213,car,
,,663,South,South,2025-05-17T03:19:47.483000000Z,2025-05-17T03:19:46.884000000Z,213,car,car
,,664,,South,,2025-05-17T10:15:16.473000000Z,2131,,car
,,665,North,South,2025-05-17T08:17:39.973000000Z,2025-05-17T08:17:44.142000000Z,2134,car,car
,,666,East,,2025-05-17T10:15:50.166000000Z,,2135,car,
,,667,South,,2025-05-17T10:15:40.940000000Z,,2137,car,
,,668,East,,2025-05-17T08:17:51.263000000Z,,2138,car,
,,669,East,,2025-05-17T05:33:56.004000000Z,,214,car,
,,670,South,,2025-05-17T10:15:47.311000000Z,,2142,car,
,,671,,South,,2025-05-17T08:18:11.031000000Z,2144,,bus
,,672,South,East,2025-05-17T08:18:18.600000000Z,2025-05-17T08:18:20.642000000Z,2145,car,car
,,673,North,East,2025-05-17T10:16:08.710000000Z,2025-05-17T10:16:09.750000000Z,2149,car,car
,,674,,South,,2025-05-17T02:37:34.489000000Z,215,,car
,,674,East,,2025-05-17T03:57:43.803000000Z,,215,car,
,,675,East,North,2025-05-17T10:16:35.509000000Z,2025-05-17T10:16:39.435000000Z,2151,car,car
,,676,South,North,2025-05-17T08:18:47.406000000Z,2025-05-17T08:18:50.177000000Z,2153,car,car
,,677,South,,2025-05-17T08:19:17.280000000Z,,2155,car,
,,678,North,South,2025-05-17T10:16:29.896000000Z,2025-05-17T10:16:34.389000000Z,2156,car,car
,,679,,East,,2025-05-17T08:19:26.398000000Z,2157,,car
,,680,,South,,2025-05-17T02:54:36.036000000Z,216,,car
,,680,East,,2025-05-17T08:55:31.589000000Z,,216,car,
,,681,,East,,2025-05-17T08:19:32.415000000Z,2160,,car
,,682,East,North,2025-05-17T10:16:39.435000000Z,2025-05-17T10:16:43.415000000Z,2161,car,car
,,683,East,East,2025-05-17T08:19:40.459000000Z,2025-05-17T08:19:39.805000000Z,2164,car,car
,,684,East,,2025-05-17T08:19:52.362000000Z,,2172,car,
,,685,,East,,2025-05-17T10:17:19.930000000Z,2175,,car
,,686,West,East,2025-05-17T08:20:07.792000000Z,2025-05-17T08:20:11.137000000Z,2178,car,car
,,687,South,,2025-05-17T03:19:57.134000000Z,,218,car,
,,688,East,South,2025-05-17T10:17:37.920000000Z,2025-05-17T10:17:39.651000000Z,2180,car,car
,,689,South,East,2025-05-17T08:20:19.665000000Z,2025-05-17T08:20:22.869000000Z,2182,car,car
,,690,,East,,2025-05-17T02:54:51.391000000Z,219,,car
,,690,East,South,2025-05-17T04:10:00.515000000Z,2025-05-17T04:10:14.641000000Z,219,car,car
,,690,East,,2025-05-17T08:55:45.256000000Z,,219,car,
,,691,South,North,2025-05-17T08:20:48.199000000Z,2025-05-17T08:20:51.963000000Z,2197,car,car
,,692,East,,2025-05-17T10:18:28.189000000Z,,2198,car,
,,693,South,,2025-05-17T03:38:51.109000000Z,,22,car,
,,694,,East,,2025-05-17T05:34:01.361000000Z,220,,car
,,694,East,North,2025-05-17T03:58:01.027000000Z,2025-05-17T03:58:13.138000000Z,220,car,car
,,694,North,,2025-05-17T05:33:59.260000000Z,,220,car,
,,694,East,,2025-05-17T06:27:57.608000000Z,,220,truck,
,,695,North,South,2025-05-17T08:21:04.146000000Z,2025-05-17T08:21:09.876000000Z,2200,car,car
,,696,East,,2025-05-17T10:18:45.802000000Z,,2201,car,
,,697,North,South,2025-05-17T08:21:47.208000000Z,2025-05-17T08:21:51.078000000Z,2204,car,car
,,697,South,East,2025-05-17T10:19:00.173000000Z,2025-05-17T10:19:01.902000000Z,2204,car,car
,,698,West,,2025-05-17T08:21:48.814000000Z,,2205,car,
,,699,East,,2025-05-17T08:21:58.364000000Z,,2206,car,
,,700,,East,,2025-05-17T08:21:53.572000000Z,2208,,car
,,701,North,South,2025-05-17T02:37:43.516000000Z,2025-05-17T02:37:49.134000000Z,221,car,car
,,701,East,South,2025-05-17T04:10:10.424000000Z,2025-05-17T04:10:12.916000000Z,221,car,car
,,702,North,South,2025-05-17T08:22:01.633000000Z,2025-05-17T08:22:05.381000000Z,2214,car,car
,,702,South,East,2025-05-17T10:19:35.127000000Z,2025-05-17T10:19:36.792000000Z,2214,car,car
,,703,South,,2025-05-17T10:19:21.509000000Z,,2219,car,
,,704,,South,,2025-05-17T03:20:01.220000000Z,222,,car
,,705,East,,2025-05-17T08:22:16.888000000Z,,2223,car,
,,706,,North,,2025-05-17T10:20:00.167000000Z,2227,,car
,,706,East,,2025-05-17T10:19:53.900000000Z,,2227,car,
